#;рубеж;с-н/направление/интервал;система/кол-во (интервал);% (интервал);кол-во (рубеж);% (рубеж)
;;;;;;; 05.01.2021 00:00 - 05.01.2021 23:59 *
;;Направление не указано;1139;100,0%
109;ЛО, 92 км 170 м КАД А-118, от Красносельского ш. к Ропшинскому ш;1308045;АСОД АФАП;;338;0,0%
;;Направление не указано;338;100,0%
110;ЛО, 92 км 170 м КАД А-118, от Красносельского ш. к Ропшинскому ш., 2-я правая полоса;1308043;АСОД АФАП;;1669;0,0%
;;Направление не указано;1669;100,0%
111;ЛО, 92 км 170 м КАД А-118, от Красносельского ш. к Ропшинскому ш., крайняя правая полоса;1308048;АСОД АФАП;;1730;0,0%
;;Направление не указано;1730;100,0%
112;ЛО, 94 км 850 м КАД А-118, от Ропшинского ш. к Гостилицкому ш., 2-я правая полоса;1311113;АСОД АФАП;;3988;0,1%
;;Направление не указано;3988;100,0%
113;ЛО, 94 км 850 м КАД А-118, от Ропшинского ш. к Гостилицкому ш., крайняя левая полоса;1312020;АСОД АФАП;;1;0,0%
;;Направление не указано;1;100,0%
114;ЛО, 94 км 850 м КАД А-118, от Ропшинского ш. к Гостилицкому ш., крайняя правая полоса;1311114;АСОД АФАП;;1252;0,0%
;;Направление не указано;1252;100,0%
115;ЛО, 96 км 700 м КАД А-118, от Колтушского ш. к Рябовскому ш., крайняя правая полоса;1308016;АСОД АФАП;;55;0,0%
;;Направление не указано;55;100,0%
116;ЛО, 97 км 496 м КАД А-118, от Колтушского ш. к Рябовскому шоссе;1306043;АСОД АФАП;;100;0,0%
;;Направление не указано;100;100,0%
117;ЛО, 98 км 809 м КАД А-118, от Ропшинского ш. к Гостилицкому ш., 2-я правая полоса;1311125;АСОД АФАП;;5038;0,1%
;;Направление не указано;5038;100,0%
118;ЛО, 98 км 809 м КАД А-118, от Ропшинского ш. к Гостилицкому ш., крайняя левая полоса;1311126;АСОД АФАП;;570;0,0%
;;Направление не указано;570;100,0%
119;ЛО, АД Подъезды и проезд по г. Тосно 7 км 328 м на г. СПб, крайняя левая полоса;1310106;АСОД АФАП;;195;0,0%
;;Направление не указано;195;100,0%
120;ЛО, а/д А-181 Скандинавия 50 км 946 м.;MB0197;АСОД АФАП;;9069;0,2%
;;Направление не указано;9069;100,0%
121;ЛО, а/д А-181 Скандинавия 51 км 487 м.;MB0193;АСОД АФАП;;11275;0,3%
;;Направление не указано;11275;100,0%
122;ЛО, а/д А-181 Скандинавия 63 км 341 м.;MB0194;АСОД АФАП;;9667;0,3%
;;Направление не указано;9667;100,0%
