#;рубеж;с-н/направление/интервал;система/кол-во (интервал);% (интервал);кол-во (рубеж);% (рубеж)
;;;;;;; 03.01.2021 00:00 - 03.01.2021 23:59 *
138;Ломоносов, Федюнинского ул. д.14 к.1 (пересечение ул. Федюнинского и Ораниенбаумского просп.), уч. Ораниенбаумского просп. от Швейцарской ул. к ул. Федюнинского, зона контроля 1,2;KPA-0089-01;КПА;;3103;0,1%
;;Направление не указано;6;0,2%
;;Встречное направление;3097;99,8%
139;Ломоносов, Федюнинского ул. д.14 к.1 (пересечение ул. Федюнинского и Ораниенбаумского просп.), уч. ул. Федюнинского от ул. Победы к Ораниенбаумскому просп., зона контроля 1,2;KPA-0089-03;КПА;;3286;0,1%
;;Направление не указано;6;0,2%
;;Встречное направление;3280;99,8%
140;Ломоносов, Федюнинского ул. д.14 к.1 (пересечение ул. Федюнинского и Ораниенбаумского просп.), уч. ул. Федюнинского от ул. Связи к Ораниенбаумскому просп., зона контроля 1,2;KPA-0089-02;КПА;;2650;0,1%
;;Направление не указано;3;0,1%
;;Встречное направление;2647;99,9%
141;Металлострой, Московское ш. д.160, уч. Московского ш. от Ленсоветовской дороги к Экспедиторскому проезду, зона контроля 1,2;KPA-0065-02;КПА;;12032;0,4%
;;Направление не указано;1;0,0%
;;Встречное направление;12031;100,0%
142;Металлострой, Московское ш. д.160, уч. Московского ш. от Экспедиторского проезда к Ленсоветовской дороге, зона контроля 1,2;KPA-0065-01;КПА;;2949;0,1%
;;Направление не указано;2;0,1%
;;Встречное направление;2947;99,9%
143;Парголово, Выборгское ш. д.379, уч. Вокзальной ул. от ул. Первого Мая к Выборгскому ш., зона контроля 1;KPA-0056-01;КПА;;1199;0,0%
;;Направление не указано;5;0,4%
;;Встречное направление;1138;94,9%
;;Попутное направление;56;4,7%
144;Парголово, Выборгское ш. д.379, уч. Выборгского ш. от ул. Дорога в Каменку к ул. Ломоносова, зона контроля 1;KPA-0056-03;КПА;;9459;0,3%
;;Встречное направление;9459;100,0%
145;Парголово, Выборгское ш. д.379, уч. Выборгского ш. от ул. Дорога в Каменку к ул. Ломоносова, зона контроля 2,3;KPA-0056-02;КПА;;6838;0,2%
;;Направление не указано;5;0,1%
;;Встречное направление;6833;99,9%
146;Парголово, Выборгское ш. д.380, уч. Выборгского ш. от Горского ш. к КАД, зона контроля 1,2;KPA-0096-01;КПА;;15169;0,5%
;;Встречное направление;15169;100,0%
147;Парголово, Выборгское ш. д.380, уч. Выборгского ш. от КАД к Горскому ш., зона контроля 1,2;KPA-0096-03;КПА;;6721;0,2%
;;Встречное направление;6721;100,0%
148;Парголово, Выборгское ш. д.380, уч. Выборгского ш. от КАД к Горскому ш., зона контроля 3,4;KPA-0096-02;КПА;;18584;0,6%
;;Встречное направление;18584;100,0%
149;Парголово, Парковая ул. (перекресток Выборгского ш. и ул. Парковая), уч. Выборгского ш. от Заводской ул. к Парковой ул., зона контроля 1,2;KPA-0097-01;КПА;;15556;0,5%
;;Встречное направление;15556;100,0%
150;Парголово, Парковая ул. (перекресток Выборгского ш. и ул. Парковая), уч. Выборгского ш. от Суздальского просп. к Парковой ул., зона контроля 1,2;KPA-0097-02;КПА;;14128;0,5%
;;Встречное направление;14128;100,0%
151;Парголово, Парковая ул. (перекресток Выборгского ш. и ул. Парковая), уч. Выборгского ш. от Суздальского просп. к Парковой ул., зона контроля 3;KPA-0097-03;КПА;;5231;0,2%
;;Встречное направление;5231;100,0%
152;Парголово, Парковая ул. (перекресток Выборгского ш. и ул. Парковая), уч. Парковой ул. от Заречной ул. к Выборгскому ш., зона контроля 1,2;KPA-0097-04;КПА;;4712;0,2%
;;Встречное направление;4540;96,3%
;;Попутное направление;172;3,7%
153;Парголово, Первого Мая ул. д.71 А, уч. Красноярской ул. от Зональной к ул. Первого Мая, зона контроля 1;KPA-0055-01;КПА;;264;0,0%
;;Направление не указано;2;0,8%
;;Встречное направление;251;95,1%
;;Попутное направление;11;4,2%
154;Парголово, Первого Мая ул. д.71 А, уч. ул. Первого Мая от Дальневосточной ул. к Красноярской ул., зона контроля 1;KPA-0055-02;КПА;;2592;0,1%
;;Направление не указано;2;0,1%
;;Встречное направление;1993;76,9%
;;Попутное направление;597;23,0%
155;Петергоф, Луизинская ул. (~50 м от ж/д переезда, перекресток ул. Юты Бондаровской и ул. Луизинской), уч. Луизинской ул. от Кольцевой ул. к Озерковой ул., зона контроля 1;KPA-0080-02;КПА;;981;0,0%
;;Направление не указано;2;0,2%
;;Встречное направление;979;99,8%
156;Петергоф, Луизинская ул. (~50 м от ж/д переезда, перекресток ул. Юты Бондаровской и ул. Луизинской), уч. Луизинской ул. от Озерковой ул. к Кольцевой ул., зона контроля 1;KPA-0080-01;КПА;;2837;0,1%
;;Направление не указано;1;0,0%
;;Встречное направление;2836;100,0%
157;Петергоф, Луизинская ул. (~50 м от ж/д переезда, перекресток ул. Юты Бондаровской и ул. Луизинской), уч. ул. Юты Бондаровской от ул. Володи Дубинина к Луизинской ул., зона контроля 1;KPA-0080-03;КПА;;2417;0,1%
;;Направление не указано;5;0,2%
;;Встречное направление;1718;71,1%
;;Попутное направление;694;28,7%
158;Петергоф, Петергофская ул. (перекресток Санкт-Петербургского просп. и ул. Петергофской), уч. Петергофской ул. от Санкт-Петербургского просп. к бул. Красных Курсантов, зона контроля 1;KPA-0078-03;КПА;;4613;0,1%
;;Направление не указано;2;0,0%
;;Встречное направление;4232;91,7%
;;Попутное направление;379;8,2%
159;Петергоф, Петергофская ул. (перекресток Санкт-Петербургского просп. и ул. Петергофской), уч. Петергофской ул. от бул. Красных Курсантов к Санкт-Петербургскому просп., зона контроля 1;KPA-0078-01;КПА;;4036;0,1%
;;Направление не указано;1;0,0%
;;Встречное направление;3950;97,9%
;;Попутное направление;85;2,1%
160;Петергоф, Петергофская ул. (перекресток Санкт-Петербургского просп. и ул. Петергофской), уч. Санкт-Петербургского просп. от Собственного просп. к Петергофской ул., зона контроля 1,2;KPA-0078-04;КПА;;5939;0,2%
;;Направление не указано;5;0,1%
;;Встречное направление;3347;56,4%
;;Попутное направление;2587;43,6%
161;Петергоф, Петергофская ул. (перекресток Санкт-Петербургского просп. и ул. Петергофской), уч. Санкт-Петербургского просп. от Фабричной ул. к Петергофской ул., зона контроля 1,2;KPA-0078-02;КПА;;9340;0,3%
;;Направление не указано;2;0,0%
;;Встречное направление;7236;77,5%
;;Попутное направление;2102;22,5%
162;Петергоф, Ропшинское ш. (перекресток ул. Демьяна Бедного и Ропшинского ш.), уч. Ропшинского ш. от ж/д переезда к ул. Демьяна Бедного, зона контроля 1;KPA-0077-01;КПА;;2841;0,1%
;;Встречное направление;2840;100,0%
;;Попутное направление;1;0,0%
163;Петергоф, Ропшинское ш. (перекресток ул. Демьяна Бедного и Ропшинского ш.), уч. ул. Демьяна Бедного от Комсомольской ул. к Ропшинскому ш., зона контроля 1;KPA-0077-02;КПА;;1659;0,1%
;;Встречное направление;1659;100,0%
164;Петро Славянка, Полевая ул. д.26 (перекресток ул. Полевой и Петрозаводского ш.), уч. Петрозаводского ш. от Полевой ул. к Шлиссельбургскому ш., зона контроля 1,2;KPA-0105-01;КПА;;13295;0,4%
;;Направление не указано;1;0,0%
;;Встречное направление;7903;59,4%
;;Попутное направление;5391;40,5%
165;Петро Славянка, Полевая ул. д.26 (перекресток ул. Полевой и Петрозаводского ш.), уч. Полевой ул. от Железнодорожной ул. к Петрозаводскому ш., зона контроля 1;KPA-0105-02;КПА;;2133;0,1%
;;Встречное направление;2132;100,0%
;;Попутное направление;1;0,0%
166;Петро Славянка, Труда ул. д.12 (перекресток ул. Труда и Советского просп.), уч. ул. Труда от Смоленской ул. к Советскому просп., зона контроля 1,2;KPA-0106-01;КПА;;1117;0,0%
;;Направление не указано;2;0,2%
;;Встречное направление;562;50,3%
;;Попутное направление;553;49,5%
167;Петро Славянка, Труда ул. д.12 (перекресток ул. Труда и Советского просп.), уч. ул. Труда от Клубной ул. к Советскому просп., зона контроля 1,2;KPA-0106-02;КПА;;955;0,0%
;;Направление не указано;2;0,2%
;;Встречное направление;791;82,8%
;;Попутное направление;162;17,0%
168;СПб, 9-го января просп. д.15 к.3 Д, уч. просп. 9-го января от Гаражного проезда к Грузовому проезду, зона контроля 1,2;KPA-0059-02;КПА;;691;0,0%
;;Встречное направление;257;37,2%
;;Попутное направление;434;62,8%
169;СПб, 9-го января просп. д.15 к.3 Д, уч. просп. 9-го января от КАД к Грузовому проезду, зона контроля 1;KPA-0059-01;КПА;;838;0,0%
;;Встречное направление;743;88,7%
;;Попутное направление;95;11,3%
170;СПб, Александра Невского мост, уч. Заневского просп. от ул. Стахановцев к мосту Александра Невского, зона контроля 1,2;GMC-KPA-0003-01;ГЦВН;;59;0,0%
;;Встречное направление;59;100,0%
171;СПб, Александровской Фермы просп. д.66 лит.А, уч. просп. Александровской фермы от Преображенского переулка к ул. Седова, зона контроля 1,2;KPA-0060-03;КПА;;1486;0,0%
;;Встречное направление;1486;100,0%
172;СПб, Александровской Фермы просп. д.66 лит.А, уч. просп. Александровской фермы от Преображенского переулка к ул. Седова, зона контроля 3;KPA-0060-04;КПА;;3279;0,1%
;;Встречное направление;3279;100,0%
173;СПб, Александровской Фермы просп. д.66 лит.А, уч. просп. Александровской фермы от ул. Бабушкина к ул. Седова, зона контроля 1,2;KPA-0060-02;КПА;;1715;0,1%
;;Направление не указано;1;0,1%
;;Встречное направление;1714;99,9%
174;СПб, Александровской Фермы просп. д.66 лит.А, уч. просп. Александровской фермы от ул. Бабушкина к ул. Седова, зона контроля 3;KPA-0060-01;КПА;;1156;0,0%
;;Направление не указано;2;0,2%
;;Встречное направление;1154;99,8%
175;СПб, Аннинское ш. д.15, уч. Аннинского ш. от Советской ул. к Красносельскому ш., зона контроля 1;KPA-0051-03;КПА;;2340;0,1%
;;Направление не указано;1;0,0%
;;Встречное направление;2027;86,6%
;;Попутное направление;312;13,3%
176;СПб, Аннинское ш. д.15, уч. Красносельского ш. от Колхозной ул. к Аннискому ш., зона контроля 1,2;KPA-0051-01;КПА;;11493;0,4%
;;Направление не указано;1;0,0%
;;Встречное направление;11486;99,9%
;;Попутное направление;6;0,1%
177;СПб, Аннинское ш. д.15, уч. Красносельского ш. от Речного пер. к Новопроложенной ул., зона контроля 1,2;KPA-0051-02;КПА;;7054;0,2%
;;Направление не указано;7;0,1%
;;Встречное направление;7045;99,9%
;;Попутное направление;2;0,0%
178;СПб, Бабушкина ул. д.113 к.1, уч. дороги Бабушкина ул. от Александровской Фермы просп. к Грибакиных ул., зона контроля 1,2;KPA-0114-01;КПА;;8222;0,3%
;;Встречное направление;8222;100,0%
179;СПб, Бабушкина ул. д.113 к.1, уч. дороги Бабушкина ул. от Грибакиных ул. к Александровской Фермы просп., зона контроля 1,2;KPA-0114-02;КПА;;5921;0,2%
;;Встречное направление;5921;100,0%
180;СПб, Бадаева ул. д.3 к.1, уч. ул. Бадаева от ул. Джона Рида к ул. Коллонтай, зона контроля 1;KPA-0034-02;КПА;;2422;0,1%
;;Направление не указано;6;0,2%
;;Встречное направление;2411;99,5%
;;Попутное направление;5;0,2%
181;СПб, Бадаева ул. д.3 к.1, уч. ул. Бадаева от ул. Коллонтай к ул. Джона Рида, зона контроля 1;KPA-0034-01;КПА;;3367;0,1%
;;Направление не указано;6;0,2%
;;Встречное направление;2599;77,2%
;;Попутное направление;762;22,6%
182;СПб, Белорусская ул. д.4, уч. Белорусской ул. от Ленской ул. к Хасанской ул., зона контроля 1;KPA-0121-03;КПА;;693;0,0%
;;Встречное направление;693;100,0%
183;СПб, Белорусская ул. д.4, уч. Хасанской ул. от просп. Наставников к Белорусской ул., зона контроля 1,2;KPA-0121-01;КПА;;3278;0,1%
;;Встречное направление;3278;100,0%
184;СПб, Белорусская ул. д.4, уч. Хасанской ул. от ул. Коммуны к Белорусской ул., зона контроля 1,2;KPA-0121-02;КПА;;2984;0,1%
;;Встречное направление;2984;100,0%
185;СПб, Большевиков пр. д.19, уч. дороги Большевиков просп. (парковочный карман домов №15 и 17) от Антонова Овсеенко ул. к Дыбенко ул., зона контроля 1,2;KPA-0117-01;КПА;;2042;0,1%
;;Направление не указано;5;0,2%
;;Встречное направление;2037;99,8%
186;СПб, Большевиков пр. д.19, уч. дороги Большевиков просп. от Антонова Овсеенко ул. к Дыбенко ул., зона контроля 1;KPA-0117-02;КПА;;10855;0,4%
;;Встречное направление;10855;100,0%
187;СПб, Большевиков пр. д.19, уч. дороги Большевиков просп. от Антонова Овсеенко ул. к Дыбенко ул., зона контроля 2,3;KPA-0117-03;КПА;;10408;0,3%
;;Направление не указано;3;0,0%
;;Встречное направление;10405;100,0%
188;СПб, Большевиков просп., д.49 к.2, уч. дороги Большевиков просп. от Новосёлов ул. к Народная ул., зона контроля 1;KPA-0130-01;КПА;;16377;0,5%
;;Встречное направление;16377;100,0%
189;СПб, Большевиков просп., д.49 к.2, уч. дороги Большевиков просп. от Новосёлов ул. к Народная ул., зона контроля 2,3;KPA-0130-02;КПА;;6037;0,2%
;;Встречное направление;6037;100,0%
190;СПб, Большой Крестовский мост (Вязовая ул. д.8), уч. Петроградской ул. от Вязовой ул. к Песочной наб., зона контроля 1;KPA-0021-01;КПА;;1636;0,1%
;;Встречное направление;1636;100,0%
191;СПб, Большой Крестовский мост (Вязовая ул. д.8), уч. Петроградской ул. от Вязовой ул. к Песочной наб., зона контроля 2;KPA-0021-02;КПА;;2957;0,1%
;;Направление не указано;2;0,1%
;;Встречное направление;2955;99,9%
192;СПб, Большой Крестовский мост (Вязовая ул. д.8), уч. Петроградской ул. от Песочной наб. к Вязовой ул., зона контроля 1,2;KPA-0021-03;КПА;;2654;0,1%
;;Направление не указано;5;0,2%
;;Встречное направление;2649;99,8%
193;СПб, Ветеранов просп. д.120, уч. просп. Ветеранов от Авангардной ул. к  просп. Маршала Жукова, зона контроля 1,2;KPA-0009-02;КПА;;7751;0,3%
;;Встречное направление;7751;100,0%
194;СПб, Ветеранов просп. д.120, уч. просп. Ветеранов от просп. Маршала Жукова к Авангардной ул., зона контроля 1,2;KPA-0009-01;КПА;;8372;0,3%
;;Встречное направление;8370;100,0%
;;Попутное направление;2;0,0%
195;СПб, Ветеранов просп. д.93, уч. просп. Ветеранов от просп. Маршала Жукова к ул. Солдата Корзуна, зона контроля 1,2;KPA-0122-02;КПА;;510;0,0%
;;Встречное направление;510;100,0%
196;СПб, Ветеранов просп. д.93, уч. просп. Ветеранов от ул. Солдата Корзуна к просп. Маршала Жукова, зона контроля 1,2;KPA-0122-01;КПА;;3845;0,1%
;;Встречное направление;3845;100,0%
197;СПб, Витебский просп. д.107, уч. Витебского просп. от Дунайского просп. к КАД, зона контроля 1;KPA-0062-02;КПА;;6497;0,2%
;;Направление не указано;4;0,1%
;;Встречное направление;6493;99,9%
198;СПб, Витебский просп. д.107, уч. Витебского просп. от Дунайского просп. к КАД, зона контроля 2,3;KPA-0062-03;КПА;;10401;0,3%
;;Встречное направление;10401;100,0%
199;СПб, Витебский просп. д.107, уч. Витебского просп. от КАД к Дунайскому просп., зона контроля 1,2;KPA-0062-04;КПА;;10409;0,3%
;;Направление не указано;5;0,0%
;;Встречное направление;10404;100,0%
200;СПб, Витебский просп. д.107, уч. Витебского просп. от КАД к Дунайскому просп., зона контроля 3;KPA-0062-01;КПА;;2958;0,1%
;;Встречное направление;2958;100,0%
201;СПб, Володарский мост, уч. Володарского моста от Ивановской ул. к Народной ул., зона контроля 1;GMC-KPA-0004-02;ГЦВН;;28;0,0%
;;Встречное направление;28;100,0%
202;СПб, Волхонское ш. д.109, уч. к Волхонскому ш. под виадуком, зона контроля 1;KPA-0071-02;КПА;;392;0,0%
;;Направление не указано;2;0,5%
;;Встречное направление;241;61,5%
;;Попутное направление;149;38,0%
203;СПб, Волхонское ш. д.109, уч. от Волхонского ш. под виадуком, зона контроля 1;KPA-0071-01;КПА;;580;0,0%
;;Встречное направление;556;95,9%
;;Попутное направление;24;4,1%
204;СПб, Волхонское ш. д.36, уч. Волхонского ш. от КАД к Красносельскому ш., зона контроля 1;KPA-0049-01;КПА;;2029;0,1%
;;Направление не указано;3;0,1%
;;Встречное направление;2001;98,6%
;;Попутное направление;25;1,2%
205;СПб, Волхонское ш. д.36, уч. Волхонского ш. от Красносельского ш. к КАД, зона контроля 1;KPA-0049-02;КПА;;2024;0,1%
;;Направление не указано;1;0,0%
;;Встречное направление;1363;67,3%
;;Попутное направление;660;32,6%
206;СПб, Ворошилова ул. д.11 (перекресток), уч. просп. Пятилеток от ул. Джона Рида к ул. Ворошилова, зона контроля 1,2;KPA-0033-03;КПА;;1791;0,1%
;;Направление не указано;5;0,3%
;;Встречное направление;1786;99,7%
207;СПб, Ворошилова ул. д.11 (перекресток), уч. просп. Пятилеток от ул. Джона Рида к ул. Ворошилова, зона контроля 3,4;KPA-0033-04;КПА;;2459;0,1%
;;Направление не указано;4;0,2%
;;Встречное направление;2455;99,8%
208;СПб, Ворошилова ул. д.11 (перекресток), уч. ул. Ворошилова от ул. Бадаева к просп. Пятилеток, зона контроля 1,2;KPA-0033-06;КПА;;1644;0,1%
;;Направление не указано;2;0,1%
;;Встречное направление;1642;99,9%
209;СПб, Ворошилова ул. д.11 (перекресток), уч. ул. Ворошилова от ул. Бадаева к просп. Пятилеток, зона контроля 3;KPA-0033-05;КПА;;1332;0,0%
;;Направление не указано;2;0,2%
;;Встречное направление;1330;99,8%
210;СПб, Ворошилова ул. д.11 (перекресток), уч. ул. Ворошилова от ул. Ванеева к просп. Пятилеток, зона контроля 1,2;KPA-0033-01;КПА;;3507;0,1%
;;Направление не указано;2;0,1%
;;Встречное направление;3505;99,9%
211;СПб, Ворошилова ул. д.11 (перекресток), уч. ул. Ворошилова от ул. Ванеева к просп. Пятилеток, зона контроля 3;KPA-0033-02;КПА;;901;0,0%
;;Направление не указано;2;0,2%
;;Встречное направление;899;99,8%
212;СПб, Выборгское ш. д.1, уч. Выборгского ш. от просп. Энгельса к просп. Луначарского, зона контроля 1,2;KPA-0007-02;КПА;;3733;0,1%
;;Направление не указано;2;0,1%
;;Встречное направление;3731;99,9%
213;СПб, Выборгское ш. д.1, уч. Выборгского ш. от просп. Энгельса к просп. Луначарского, зона контроля 3;KPA-0007-01;КПА;;6879;0,2%
;;Направление не указано;2;0,0%
;;Встречное направление;6877;100,0%
214;СПб, Грибакиных ул. д.27 (перекресток), уч. Запорожской ул. от 3-го Рабфаковского пер. к ул. Грибакиных, зона контроля 1;KPA-0058-01;КПА;;928;0,0%
;;Направление не указано;2;0,2%
;;Встречное направление;915;98,6%
;;Попутное направление;11;1,2%
215;СПб, Грибакиных ул. д.27 (перекресток), уч. ул. Грибакиных от 1-го Обуховского проезда к Запорожской ул., зона контроля 1;KPA-0058-02;КПА;;439;0,0%
;;Направление не указано;2;0,5%
;;Встречное направление;404;92,0%
;;Попутное направление;33;7,5%
216;СПб, Грибакиных ул. д.27 (перекресток), уч. ул. Грибакиных от ул. Бабушкина к 1-му Обуховскому проезду, зона контроля 1;KPA-0058-03;КПА;;677;0,0%
;;Направление не указано;1;0,1%
;;Встречное направление;1;0,1%
;;Попутное направление;675;99,7%
217;СПб, Дальневосточный просп. д.15, уч. Дальневосточного просп. от ул. Крыленко к ул. Дыбенко, зона контроля 1,2;KPA-0018-02;КПА;;9706;0,3%
;;Направление не указано;2;0,0%
;;Встречное направление;9704;100,0%
218;СПб, Дальневосточный просп. д.15, уч. Дальневосточного просп. от ул. Крыленко к ул. Дыбенко, зона контроля 3,4;KPA-0018-01;КПА;;9606;0,3%
;;Направление не указано;2;0,0%
;;Встречное направление;9604;100,0%
219;СПб, Дачный просп. д.17 к.1, уч. Дачного просп. (неч.сторона) от просп. Ветеранов к бул. Новаторов, зона контроля 1,2;KPA-0068-03;КПА;;4852;0,2%
;;Встречное направление;4852;100,0%
220;СПб, Дачный просп. д.17 к.1, уч. Дачного просп. (неч.сторона) от просп. Ветеранов к бул. Новаторов, зона контроля 3;KPA-0068-04;КПА;;7654;0,2%
;;Встречное направление;7654;100,0%
221;СПб, Дачный просп. д.17 к.1, уч. Дачного просп. (чёт.сторона) от бул. Новаторов к просп. Ветеранов, зона контроля 1,2;KPA-0068-01;КПА;;8138;0,3%
;;Встречное направление;8138;100,0%
222;СПб, Дачный просп. д.17 к.1, уч. Дачного просп. (чёт.сторона) от бул. Новаторов к просп. Ветеранов, зона контроля 3;KPA-0068-02;КПА;;5039;0,2%
;;Встречное направление;5039;100,0%
223;СПб, Дворцовый мост, участок дороги Дворцового моста по направлению от Университетской наб. к Дворцовой наб., зона контроля 1,2;GMC-KPA-0001-01;ГЦВН;;1297;0,0%
;;Направление не указано;8;0,6%
;;Встречное направление;1289;99,4%
224;СПб, Динамо просп. д.2А, уч. просп. Динамо от наб. реки Крестовки к просп. Морской, зона контроля 1,2;KPA-0115-01;КПА;;1847;0,1%
;;Встречное направление;773;41,9%
;;Попутное направление;1074;58,1%
225;СПб, Дорога на Турухтанные острова д.14 к.4 В (перекресток), уч. дороги "Дорога на Турухтанные острова" от "Лесной Молл" к Портовой ул., зона контроля 1,2;KPA-0044-01;КПА;;1646;0,1%
;;Направление не указано;4;0,2%
;;Встречное направление;1642;99,8%
226;СПб, Дорога на Турухтанные острова д.14 к.4 В (перекресток), уч. дороги "Дорога на Турухтанные острова" от просп. Маршала Жукова к Портовой ул., зона контроля 1,2;KPA-0044-02;КПА;;986;0,0%
;;Направление не указано;5;0,5%
;;Встречное направление;981;99,5%
227;СПб, Дунайский пр. д 13. к. 2, съезд с Витебского пр. на Дунайский пр., зона контроля 1,2;KPA-0063-07;КПА;;3045;0,1%
;;Встречное направление;3045;100,0%
228;СПб, Дунайский пр. д 13. к. 2, съезд с Дунайского пр. на Витебский пр., зона контроля 1;KPA-0063-05;КПА;;3593;0,1%
;;Попутное направление;3593;100,0%
229;СПб, Дунайский пр. д 13. к. 2, уч. Дунайского пр. от Витебского пр. к Космонавтов пр., зона контроля 1,2,3;KPA-0063-06;КПА;;5636;0,2%
;;Попутное направление;5636;100,0%
230;СПб, Дунайский просп. д.29, уч. Дунайского просп. от просп. Космонавтов к Витебскому просп., зона контроля 1,2;KPA-0038-01;КПА;;4067;0,1%
;;Встречное направление;4067;100,0%
231;СПб, Дунайский просп. д.29, уч. Дунайского просп. от просп. Космонавтов к Витебскому просп., зона контроля 3,4;KPA-0038-02;КПА;;5150;0,2%
;;Встречное направление;5150;100,0%
232;СПб, Дыбенко ул. д.42 (перекресток), въезд в Кудрово, зона контроля 1,2;KPA-0110-03;КПА;;11914;0,4%
;;Направление не указано;2;0,0%
;;Встречное направление;11912;100,0%
233;СПб, Дыбенко ул. д.42 (перекресток), выезд из Кудрово, зона контроля 1;KPA-0110-02;КПА;;16225;0,5%
;;Встречное направление;11992;73,9%
;;Попутное направление;4233;26,1%
234;СПб, Дыбенко ул. д.42 (перекресток), уч. просп. Солидарности . от Ленинградской ул. к ул. Лопатина, зона контроля 1,2;KPA-0110-01;КПА;;10364;0,3%
;;Встречное направление;10364;100,0%
235;СПб, Дыбенко ул. д.42 (перекресток), уч. просп. Солидарности от ул. Лопатина к ул. Дыбенко, зона контроля 1,2;KPA-0110-04;КПА;;5382;0,2%
;;Встречное направление;5382;100,0%
236;СПб, Екатерингофки реки наб., в районе съезда и заезда на ЗСД, уч. наб. реки Екатерингофки от Двинской ул. в сторону заезда на ЗСД, зона контроля 1,2;KPA-0127-01;КПА;;1939;0,1%
;;Встречное направление;1939;100,0%
237;СПб, Екатерингофки реки наб., в районе съезда и заезда на ЗСД, уч. наб. реки Екатерингофки от съезда с ЗСД в сторону Двинской ул., зона контроля 1,2,3;KPA-0127-02;КПА;;1802;0,1%
;;Встречное направление;1802;100,0%
238;СПб, Екатерингофский мост, участок дороги Екатерингофского моста по направлению к ул.Гапсальской, зона контроля 1,2;KPA-0022-01;КПА;;1183;0,0%
;;Направление не указано;2;0,2%
;;Встречное направление;1181;99,8%
239;СПб, Екатерингофский мост, участок дороги Екатерингофского моста по направлению к ул.Степана Разина, зона контроля 1,2;KPA-0022-02;КПА;;1156;0,0%
;;Встречное направление;1156;100,0%
240;СПб, Зольная ул. д.11, уч. Дальневосточного просп. от Зольной ул. к ул. Коллонтай, зона контроля 1,2;KPA-0017-02;КПА;;12795;0,4%
;;Встречное направление;12795;100,0%
241;СПб, Зольная ул. д.11, уч. Дальневосточного просп. от Зольной ул. к ул. Коллонтай, зона контроля 3;KPA-0017-01;КПА;;4759;0,2%
;;Встречное направление;4759;100,0%
242;СПб, Зольная ул. д.11, уч. Зольной ул. от Дальневосточного просп. к Октябрьской наб., зона контроля 1,2;KPA-0017-03;КПА;;5471;0,2%
;;Встречное направление;5471;100,0%
243;СПб, Ириновский просп. д.17 к.1, уч. Ириновского просп. от Индустриального просп. к ул. Передовиков, зона контроля 1;KPA-0015-04;КПА;;2960;0,1%
;;Встречное направление;2960;100,0%
244;СПб, Ириновский просп. д.17 к.1, уч. Ириновского просп. от Индустриального просп. к ул. Передовиков, зона контроля 2,3;KPA-0015-03;КПА;;5233;0,2%
;;Встречное направление;5233;100,0%
245;СПб, Ириновский просп. д.17 к.1, уч. Ириновского просп. от ул. Передовиков к Индустриальному просп., зона контроля 1,2;KPA-0015-02;КПА;;3564;0,1%
;;Встречное направление;3564;100,0%
246;СПб, Ириновский просп. д.17 к.1, уч. Ириновского просп. от ул. Передовиков к Индустриальному просп., зона контроля 3;KPA-0015-01;КПА;;1687;0,1%
;;Встречное направление;1687;100,0%
247;СПб, Коннолахтинский просп. д.1, уч. Вокзальной ул. от Рядовой ул. к Коннолахтинскому просп., зона контроля 1,2;KPA-0086-03;КПА;;909;0,0%
;;Направление не указано;2;0,2%
;;Встречное направление;460;50,6%
;;Попутное направление;447;49,2%
248;СПб, Коннолахтинский просп. д.1, уч. Коннолахтинского просп. от Вокзальной ул. к Советской ул., зона контроля 1;KPA-0086-01;КПА;;2478;0,1%
;;Направление не указано;2;0,1%
;;Встречное направление;2449;98,8%
;;Попутное направление;27;1,1%
249;СПб, Коннолахтинский просп. д.1, уч. Коннолахтинского просп. от Советской ул. к Вокзальной ул., зона контроля 1;KPA-0086-02;КПА;;851;0,0%
;;Направление не указано;6;0,7%
;;Встречное направление;825;96,9%
;;Попутное направление;20;2,4%
250;СПб, Косыгина просп. д.33, уч. заезда на просп. Косыгина от ул. Коммуны к КАД (неч.сторона), зона контроля 1;KPA-0104-04;КПА;;3963;0,1%
;;Встречное направление;3963;100,0%
251;СПб, Косыгина просп. д.33, уч. просп. Косыгина от просп. Наставников к КАД, зона контроля 1,2;KPA-0104-01;КПА;;3300;0,1%
;;Встречное направление;3300;100,0%
252;СПб, Косыгина просп. д.33, уч. просп. Косыгина от просп. Наставников к КАД, зона контроля 3;KPA-0104-02;КПА;;2553;0,1%
;;Встречное направление;2553;100,0%
253;СПб, Косыгина просп. д.33, уч. съезда с просп. Косыгина от КАД к ул. Коммуны (чет.сторона), зона контроля 1;KPA-0104-03;КПА;;5292;0,2%
;;Встречное направление;5292;100,0%
254;СПб, Краснопутиловская ул. д.61 (перекресток), уч. Краснопутиловской ул. от Автовской ул. к ул. Червонного Казачества, зона контроля 1,2;KPA-0040-03;КПА;;4960;0,2%
;;Встречное направление;4959;100,0%
;;Попутное направление;1;0,0%
255;СПб, Краснопутиловская ул. д.61 (перекресток), уч. Краснопутиловской ул. от ул. Червонного Казачества к Автовской ул., зона контроля 1,2;KPA-0040-02;КПА;;3535;0,1%
;;Встречное направление;3534;100,0%
;;Попутное направление;1;0,0%
256;СПб, Краснопутиловская ул. д.61 (перекресток), уч. ул. Червонного Казачества от Краснопутиловской ул. к ул. Примакова, зона контроля 1,2;KPA-0040-01;КПА;;814;0,0%
;;Направление не указано;4;0,5%
