#;рубеж;с-н/направление/интервал;система/кол-во (интервал);% (интервал);кол-во (рубеж);% (рубеж)
;;;;;;; 06.01.2021 00:00 - 06.01.2021 23:59 *
1;[DEL20190516]г. СПб, пр. Медиков, д.10, к.1 лит. А, к ул. Профессора Попова;F308;;;2923;0,1%
138;Ломоносов, Победы ул. д.22/7, уч. ул. Победы от ул. Скуридина к ул. Федюнинского, зона контроля 1;KPA-0090-01;КПА;;3515;0,1%
;;Встречное направление;3205;91,2%
;;Попутное направление;310;8,8%
139;Ломоносов, Победы ул. д.22/7, уч. ул. Федюнинского от Ораниенбаумского просп. к ул. Победы, зона контроля 1,2;KPA-0090-02;КПА;;2704;0,1%
;;Встречное направление;2704;100,0%
140;Ломоносов, Федюнинского ул. д.14 к.1 (пересечение ул. Федюнинского и Ораниенбаумского просп.), уч. Ораниенбаумского просп. от Швейцарской ул. к ул. Федюнинского, зона контроля 1,2;KPA-0089-01;КПА;;4896;0,1%
;;Направление не указано;5;0,1%
;;Встречное направление;4891;99,9%
141;Ломоносов, Федюнинского ул. д.14 к.1 (пересечение ул. Федюнинского и Ораниенбаумского просп.), уч. ул. Федюнинского от ул. Победы к Ораниенбаумскому просп., зона контроля 1,2;KPA-0089-03;КПА;;3972;0,1%
;;Направление не указано;13;0,3%
;;Встречное направление;3959;99,7%
142;Ломоносов, Федюнинского ул. д.14 к.1 (пересечение ул. Федюнинского и Ораниенбаумского просп.), уч. ул. Федюнинского от ул. Связи к Ораниенбаумскому просп., зона контроля 1,2;KPA-0089-02;КПА;;3000;0,1%
;;Встречное направление;3000;100,0%
143;Место не установлено;PA0101;ГАС ФН ПДД;;1;0,0%
;;Направление не указано;1;100,0%
144;Место не установлено;PA0147;ГАС ФН ПДД;;1;0,0%
;;Направление не указано;1;100,0%
145;Металлострой, Московское ш. д.160, уч. Московского ш. от Ленсоветовской дороги к Экспедиторскому проезду, зона контроля 1,2;KPA-0065-02;КПА;;13881;0,4%
;;Направление не указано;2;0,0%
;;Встречное направление;13879;100,0%
146;Металлострой, Московское ш. д.160, уч. Московского ш. от Экспедиторского проезда к Ленсоветовской дороге, зона контроля 1,2;KPA-0065-01;КПА;;4957;0,1%
;;Направление не указано;1;0,0%
;;Встречное направление;4956;100,0%
147;Парголово, Выборгское ш. д.379, уч. Вокзальной ул. от ул. Первого Мая к Выборгскому ш., зона контроля 1;KPA-0056-01;КПА;;2319;0,1%
;;Направление не указано;6;0,3%
;;Встречное направление;2296;99,0%
;;Попутное направление;17;0,7%
148;Парголово, Выборгское ш. д.379, уч. Выборгского ш. от ул. Дорога в Каменку к ул. Ломоносова, зона контроля 1;KPA-0056-03;КПА;;8582;0,2%
;;Направление не указано;2;0,0%
;;Встречное направление;8580;100,0%
149;Парголово, Выборгское ш. д.379, уч. Выборгского ш. от ул. Дорога в Каменку к ул. Ломоносова, зона контроля 2,3;KPA-0056-02;КПА;;7570;0,2%
;;Направление не указано;4;0,1%
;;Встречное направление;7566;99,9%
150;Парголово, Выборгское ш. д.380, уч. Выборгского ш. от Горского ш. к КАД, зона контроля 1,2;KPA-0096-01;КПА;;15807;0,4%
;;Встречное направление;15807;100,0%
151;Парголово, Выборгское ш. д.380, уч. Выборгского ш. от КАД к Горскому ш., зона контроля 1,2;KPA-0096-03;КПА;;8183;0,2%
;;Встречное направление;8183;100,0%
152;Парголово, Выборгское ш. д.380, уч. Выборгского ш. от КАД к Горскому ш., зона контроля 3,4;KPA-0096-02;КПА;;20433;0,5%
;;Встречное направление;20433;100,0%
153;Парголово, Парковая ул. (перекресток Выборгского ш. и ул. Парковая), уч. Выборгского ш. от Заводской ул. к Парковой ул., зона контроля 1,2;KPA-0097-01;КПА;;18587;0,5%
;;Встречное направление;18587;100,0%
154;Парголово, Парковая ул. (перекресток Выборгского ш. и ул. Парковая), уч. Выборгского ш. от Суздальского просп. к Парковой ул., зона контроля 1,2;KPA-0097-02;КПА;;15454;0,4%
;;Встречное направление;15454;100,0%
155;Парголово, Парковая ул. (перекресток Выборгского ш. и ул. Парковая), уч. Выборгского ш. от Суздальского просп. к Парковой ул., зона контроля 3;KPA-0097-03;КПА;;11924;0,3%
;;Встречное направление;11924;100,0%
156;Парголово, Парковая ул. (перекресток Выборгского ш. и ул. Парковая), уч. Парковой ул. от Заречной ул. к Выборгскому ш., зона контроля 1,2;KPA-0097-04;КПА;;5308;0,1%
;;Встречное направление;5158;97,2%
;;Попутное направление;150;2,8%
157;Парголово, Первого Мая ул. д.71 А, уч. Красноярской ул. от Зональной к ул. Первого Мая, зона контроля 1;KPA-0055-01;КПА;;492;0,0%
;;Направление не указано;2;0,4%
;;Встречное направление;462;93,9%
;;Попутное направление;28;5,7%
158;Парголово, Первого Мая ул. д.71 А, уч. ул. Первого Мая от Дальневосточной ул. к Красноярской ул., зона контроля 1;KPA-0055-02;КПА;;3154;0,1%
;;Встречное направление;2400;76,1%
;;Попутное направление;754;23,9%
159;Петергоф, Луизинская ул. (~50 м от ж/д переезда, перекресток ул. Юты Бондаровской и ул. Луизинской), уч. Луизинской ул. от Кольцевой ул. к Озерковой ул., зона контроля 1;KPA-0080-02;КПА;;1321;0,0%
;;Направление не указано;4;0,3%
;;Встречное направление;1317;99,7%
160;Петергоф, Луизинская ул. (~50 м от ж/д переезда, перекресток ул. Юты Бондаровской и ул. Луизинской), уч. Луизинской ул. от Озерковой ул. к Кольцевой ул., зона контроля 1;KPA-0080-01;КПА;;3154;0,1%
;;Направление не указано;6;0,2%
;;Встречное направление;3148;99,8%
161;Петергоф, Луизинская ул. (~50 м от ж/д переезда, перекресток ул. Юты Бондаровской и ул. Луизинской), уч. ул. Юты Бондаровской от ул. Володи Дубинина к Луизинской ул., зона контроля 1;KPA-0080-03;КПА;;2498;0,1%
;;Направление не указано;5;0,2%
;;Встречное направление;2000;80,1%
;;Попутное направление;493;19,7%
162;Петергоф, Петергофская ул. (перекресток Санкт-Петербургского просп. и ул. Петергофской), уч. Петергофской ул. от Санкт-Петербургского просп. к бул. Красных Курсантов, зона контроля 1;KPA-0078-03;КПА;;6120;0,2%
;;Направление не указано;2;0,0%
;;Встречное направление;5598;91,5%
;;Попутное направление;520;8,5%
163;Петергоф, Петергофская ул. (перекресток Санкт-Петербургского просп. и ул. Петергофской), уч. Петергофской ул. от бул. Красных Курсантов к Санкт-Петербургскому просп., зона контроля 1;KPA-0078-01;КПА;;5281;0,1%
;;Направление не указано;6;0,1%
;;Встречное направление;5145;97,4%
;;Попутное направление;130;2,5%
164;Петергоф, Петергофская ул. (перекресток Санкт-Петербургского просп. и ул. Петергофской), уч. Санкт-Петербургского просп. от Собственного просп. к Петергофской ул., зона контроля 1,2;KPA-0078-04;КПА;;6859;0,2%
;;Направление не указано;4;0,1%
;;Встречное направление;3572;52,1%
;;Попутное направление;3283;47,9%
165;Петергоф, Петергофская ул. (перекресток Санкт-Петербургского просп. и ул. Петергофской), уч. Санкт-Петербургского просп. от Фабричной ул. к Петергофской ул., зона контроля 1,2;KPA-0078-02;КПА;;10596;0,3%
;;Направление не указано;9;0,1%
;;Встречное направление;7936;74,9%
;;Попутное направление;2651;25,0%
166;Петергоф, Ропшинское ш. (перекресток ул. Демьяна Бедного и Ропшинского ш.), уч. Ропшинского ш. от ж/д переезда к ул. Демьяна Бедного, зона контроля 1;KPA-0077-01;КПА;;3443;0,1%
;;Встречное направление;3441;99,9%
;;Попутное направление;2;0,1%
167;Петергоф, Ропшинское ш. (перекресток ул. Демьяна Бедного и Ропшинского ш.), уч. ул. Демьяна Бедного от Комсомольской ул. к Ропшинскому ш., зона контроля 1;KPA-0077-02;КПА;;1805;0,0%
;;Направление не указано;1;0,1%
;;Встречное направление;1804;99,9%
168;Петро Славянка, Полевая ул. д.26 (перекресток ул. Полевой и Петрозаводского ш.), уч. Петрозаводского ш. от Полевой ул. к Шлиссельбургскому ш., зона контроля 1,2;KPA-0105-01;КПА;;14511;0,4%
;;Направление не указано;1;0,0%
;;Встречное направление;8248;56,8%
;;Попутное направление;6262;43,2%
169;Петро Славянка, Полевая ул. д.26 (перекресток ул. Полевой и Петрозаводского ш.), уч. Полевой ул. от Железнодорожной ул. к Петрозаводскому ш., зона контроля 1;KPA-0105-02;КПА;;2898;0,1%
;;Встречное направление;2898;100,0%
170;Петро Славянка, Труда ул. д.12 (перекресток ул. Труда и Советского просп.), уч. ул. Труда от Смоленской ул. к Советскому просп., зона контроля 1,2;KPA-0106-01;КПА;;1369;0,0%
;;Направление не указано;1;0,1%
;;Встречное направление;522;38,1%
;;Попутное направление;846;61,8%
171;Петро Славянка, Труда ул. д.12 (перекресток ул. Труда и Советского просп.), уч. ул. Труда от Клубной ул. к Советскому просп., зона контроля 1,2;KPA-0106-02;КПА;;1005;0,0%
;;Направление не указано;2;0,2%
;;Встречное направление;834;83,0%
;;Попутное направление;169;16,8%
172;СПб, 9-го января просп. д.15 к.3 Д, уч. просп. 9-го января от Гаражного проезда к Грузовому проезду, зона контроля 1,2;KPA-0059-02;КПА;;1275;0,0%
;;Направление не указано;3;0,2%
;;Встречное направление;467;36,6%
;;Попутное направление;805;63,1%
173;СПб, 9-го января просп. д.15 к.3 Д, уч. просп. 9-го января от КАД к Грузовому проезду, зона контроля 1;KPA-0059-01;КПА;;1127;0,0%
;;Встречное направление;1045;92,7%
;;Попутное направление;82;7,3%
174;СПб, Александра Невского мост, уч. Заневского просп. от ул. Стахановцев к мосту Александра Невского, зона контроля 1,2;GMC-KPA-0003-01;ГЦВН;;1;0,0%
;;Встречное направление;1;100,0%
175;СПб, Александровской Фермы просп. д.66 лит.А, уч. просп. Александровской фермы от Преображенского переулка к ул. Седова, зона контроля 1,2;KPA-0060-03;КПА;;2042;0,1%
;;Встречное направление;2042;100,0%
176;СПб, Александровской Фермы просп. д.66 лит.А, уч. просп. Александровской фермы от Преображенского переулка к ул. Седова, зона контроля 3;KPA-0060-04;КПА;;5038;0,1%
;;Встречное направление;5038;100,0%
177;СПб, Александровской Фермы просп. д.66 лит.А, уч. просп. Александровской фермы от ул. Бабушкина к ул. Седова, зона контроля 1,2;KPA-0060-02;КПА;;2476;0,1%
;;Направление не указано;3;0,1%
;;Встречное направление;2473;99,9%
178;СПб, Александровской Фермы просп. д.66 лит.А, уч. просп. Александровской фермы от ул. Бабушкина к ул. Седова, зона контроля 3;KPA-0060-01;КПА;;1576;0,0%
;;Направление не указано;2;0,1%
;;Встречное направление;1574;99,9%
179;СПб, Аннинское ш. д.15, уч. Аннинского ш. от Советской ул. к Красносельскому ш., зона контроля 1;KPA-0051-03;КПА;;2758;0,1%
;;Встречное направление;2341;84,9%
;;Попутное направление;417;15,1%
180;СПб, Аннинское ш. д.15, уч. Красносельского ш. от Колхозной ул. к Аннискому ш., зона контроля 1,2;KPA-0051-01;КПА;;13060;0,3%
;;Направление не указано;2;0,0%
;;Встречное направление;13047;99,9%
;;Попутное направление;11;0,1%
181;СПб, Аннинское ш. д.15, уч. Красносельского ш. от Речного пер. к Новопроложенной ул., зона контроля 1,2;KPA-0051-02;КПА;;10019;0,3%
;;Направление не указано;10;0,1%
;;Встречное направление;10006;99,9%
;;Попутное направление;3;0,0%
182;СПб, Бабушкина ул. д.113 к.1, уч. дороги Бабушкина ул. от Александровской Фермы просп. к Грибакиных ул., зона контроля 1,2;KPA-0114-01;КПА;;10182;0,3%
;;Направление не указано;2;0,0%
;;Встречное направление;10180;100,0%
183;СПб, Бабушкина ул. д.113 к.1, уч. дороги Бабушкина ул. от Грибакиных ул. к Александровской Фермы просп., зона контроля 1,2;KPA-0114-02;КПА;;10717;0,3%
;;Направление не указано;2;0,0%
;;Встречное направление;10715;100,0%
184;СПб, Бадаева ул. д.3 к.1, уч. ул. Бадаева от ул. Джона Рида к ул. Коллонтай, зона контроля 1;KPA-0034-02;КПА;;5578;0,1%
;;Направление не указано;2;0,0%
;;Встречное направление;5566;99,8%
;;Попутное направление;10;0,2%
185;СПб, Бадаева ул. д.3 к.1, уч. ул. Бадаева от ул. Коллонтай к ул. Джона Рида, зона контроля 1;KPA-0034-01;КПА;;6754;0,2%
;;Направление не указано;2;0,0%
;;Встречное направление;5501;81,4%
;;Попутное направление;1251;18,5%
186;СПб, Белорусская ул. д.4, уч. Белорусской ул. от Ленской ул. к Хасанской ул., зона контроля 1;KPA-0121-03;КПА;;887;0,0%
;;Встречное направление;887;100,0%
187;СПб, Белорусская ул. д.4, уч. Хасанской ул. от просп. Наставников к Белорусской ул., зона контроля 1,2;KPA-0121-01;КПА;;4927;0,1%
;;Встречное направление;4927;100,0%
188;СПб, Белорусская ул. д.4, уч. Хасанской ул. от ул. Коммуны к Белорусской ул., зона контроля 1,2;KPA-0121-02;КПА;;3094;0,1%
;;Встречное направление;3094;100,0%
189;СПб, Большевиков пр. д.19, уч. дороги Большевиков просп. (парковочный карман домов №15 и 17) от Антонова Овсеенко ул. к Дыбенко ул., зона контроля 1,2;KPA-0117-01;КПА;;2664;0,1%
;;Направление не указано;2;0,1%
;;Встречное направление;2662;99,9%
190;СПб, Большевиков пр. д.19, уч. дороги Большевиков просп. от Антонова Овсеенко ул. к Дыбенко ул., зона контроля 1;KPA-0117-02;КПА;;12239;0,3%
;;Направление не указано;2;0,0%
;;Встречное направление;12237;100,0%
191;СПб, Большевиков пр. д.19, уч. дороги Большевиков просп. от Антонова Овсеенко ул. к Дыбенко ул., зона контроля 2,3;KPA-0117-03;КПА;;12605;0,3%
;;Направление не указано;2;0,0%
;;Встречное направление;12603;100,0%
192;СПб, Большевиков просп., д.49 к.2, уч. дороги Большевиков просп. от Новосёлов ул. к Народная ул., зона контроля 1;KPA-0130-01;КПА;;16380;0,4%
;;Направление не указано;6;0,0%
;;Встречное направление;16374;100,0%
193;СПб, Большевиков просп., д.49 к.2, уч. дороги Большевиков просп. от Новосёлов ул. к Народная ул., зона контроля 2,3;KPA-0130-02;КПА;;7131;0,2%
;;Направление не указано;16;0,2%
;;Встречное направление;7115;99,8%
194;СПб, Большой Крестовский мост (Вязовая ул. д.8), уч. Петроградской ул. от Вязовой ул. к Песочной наб., зона контроля 1;KPA-0021-01;КПА;;2876;0,1%
;;Направление не указано;14;0,5%
;;Встречное направление;2862;99,5%
195;СПб, Большой Крестовский мост (Вязовая ул. д.8), уч. Петроградской ул. от Вязовой ул. к Песочной наб., зона контроля 2;KPA-0021-02;КПА;;4150;0,1%
;;Направление не указано;2;0,0%
;;Встречное направление;4148;100,0%
196;СПб, Большой Крестовский мост (Вязовая ул. д.8), уч. Петроградской ул. от Песочной наб. к Вязовой ул., зона контроля 1,2;KPA-0021-03;КПА;;5914;0,2%
;;Направление не указано;6;0,1%
;;Встречное направление;5908;99,9%
197;СПб, Ветеранов просп. д.120, уч. просп. Ветеранов от Авангардной ул. к  просп. Маршала Жукова, зона контроля 1,2;KPA-0009-02;КПА;;8558;0,2%
;;Направление не указано;2;0,0%
;;Встречное направление;8556;100,0%
198;СПб, Ветеранов просп. д.120, уч. просп. Ветеранов от просп. Маршала Жукова к Авангардной ул., зона контроля 1,2;KPA-0009-01;КПА;;9682;0,3%
;;Направление не указано;4;0,0%
;;Встречное направление;9678;100,0%
199;СПб, Ветеранов просп. д.93, уч. просп. Ветеранов от просп. Маршала Жукова к ул. Солдата Корзуна, зона контроля 1,2;KPA-0122-02;КПА;;865;0,0%
;;Встречное направление;865;100,0%
200;СПб, Ветеранов просп. д.93, уч. просп. Ветеранов от ул. Солдата Корзуна к просп. Маршала Жукова, зона контроля 1,2;KPA-0122-01;КПА;;4890;0,1%
;;Встречное направление;4890;100,0%
201;СПб, Витебский просп. д.107, уч. Витебского просп. от Дунайского просп. к КАД, зона контроля 1;KPA-0062-02;КПА;;6153;0,2%
;;Направление не указано;3;0,0%
;;Встречное направление;6150;100,0%
202;СПб, Витебский просп. д.107, уч. Витебского просп. от Дунайского просп. к КАД, зона контроля 2,3;KPA-0062-03;КПА;;12028;0,3%
;;Направление не указано;2;0,0%
;;Встречное направление;12026;100,0%
203;СПб, Витебский просп. д.107, уч. Витебского просп. от КАД к Дунайскому просп., зона контроля 1,2;KPA-0062-04;КПА;;11998;0,3%
;;Направление не указано;1;0,0%
;;Встречное направление;11997;100,0%
204;СПб, Витебский просп. д.107, уч. Витебского просп. от КАД к Дунайскому просп., зона контроля 3;KPA-0062-01;КПА;;4254;0,1%
;;Направление не указано;1;0,0%
;;Встречное направление;4253;100,0%
205;СПб, Володарский мост, уч. Володарского моста от Ивановской ул. к Народной ул., зона контроля 1;GMC-KPA-0004-02;ГЦВН;;2;0,0%
;;Встречное направление;2;100,0%
206;СПб, Волхонское ш. д.109, уч. к Волхонскому ш. под виадуком, зона контроля 1;KPA-0071-02;КПА;;405;0,0%
;;Направление не указано;4;1,0%
;;Встречное направление;235;58,0%
;;Попутное направление;166;41,0%
207;СПб, Волхонское ш. д.109, уч. от Волхонского ш. под виадуком, зона контроля 1;KPA-0071-01;КПА;;643;0,0%
;;Направление не указано;3;0,5%
;;Встречное направление;606;94,2%
;;Попутное направление;34;5,3%
208;СПб, Волхонское ш. д.36, уч. Волхонского ш. от КАД к Красносельскому ш., зона контроля 1;KPA-0049-01;КПА;;4544;0,1%
;;Направление не указано;1;0,0%
;;Встречное направление;3572;78,6%
;;Попутное направление;971;21,4%
209;СПб, Волхонское ш. д.36, уч. Волхонского ш. от Красносельского ш. к КАД, зона контроля 1;KPA-0049-02;КПА;;3023;0,1%
;;Направление не указано;2;0,1%
;;Встречное направление;2114;69,9%
;;Попутное направление;907;30,0%
210;СПб, Ворошилова ул. д.11 (перекресток), уч. просп. Пятилеток от ул. Джона Рида к ул. Ворошилова, зона контроля 1,2;KPA-0033-03;КПА;;2572;0,1%
;;Направление не указано;2;0,1%
;;Встречное направление;2570;99,9%
211;СПб, Ворошилова ул. д.11 (перекресток), уч. просп. Пятилеток от ул. Джона Рида к ул. Ворошилова, зона контроля 3,4;KPA-0033-04;КПА;;3306;0,1%
;;Направление не указано;6;0,2%
;;Встречное направление;3300;99,8%
212;СПб, Ворошилова ул. д.11 (перекресток), уч. ул. Ворошилова от ул. Бадаева к просп. Пятилеток, зона контроля 1,2;KPA-0033-06;КПА;;2353;0,1%
;;Встречное направление;2353;100,0%
213;СПб, Ворошилова ул. д.11 (перекресток), уч. ул. Ворошилова от ул. Бадаева к просп. Пятилеток, зона контроля 3;KPA-0033-05;КПА;;2178;0,1%
;;Направление не указано;8;0,4%
;;Встречное направление;2170;99,6%
214;СПб, Ворошилова ул. д.11 (перекресток), уч. ул. Ворошилова от ул. Ванеева к просп. Пятилеток, зона контроля 1,2;KPA-0033-01;КПА;;4335;0,1%
;;Направление не указано;2;0,0%
;;Встречное направление;4333;100,0%
215;СПб, Ворошилова ул. д.11 (перекресток), уч. ул. Ворошилова от ул. Ванеева к просп. Пятилеток, зона контроля 3;KPA-0033-02;КПА;;1435;0,0%
;;Направление не указано;2;0,1%
;;Встречное направление;1433;99,9%
216;СПб, Выборгское ш. д.1, уч. Выборгского ш. от просп. Энгельса к просп. Луначарского, зона контроля 1,2;KPA-0007-02;КПА;;6461;0,2%
;;Направление не указано;10;0,2%
;;Встречное направление;6451;99,8%
217;СПб, Выборгское ш. д.1, уч. Выборгского ш. от просп. Энгельса к просп. Луначарского, зона контроля 3;KPA-0007-01;КПА;;8679;0,2%
;;Направление не указано;2;0,0%
;;Встречное направление;8677;100,0%
218;СПб, Грибакиных ул. д.27 (перекресток), уч. Запорожской ул. от 3-го Рабфаковского пер. к ул. Грибакиных, зона контроля 1;KPA-0058-01;КПА;;2189;0,1%
;;Направление не указано;2;0,1%
;;Встречное направление;2144;97,9%
;;Попутное направление;43;2,0%
219;СПб, Грибакиных ул. д.27 (перекресток), уч. ул. Грибакиных от 1-го Обуховского проезда к Запорожской ул., зона контроля 1;KPA-0058-02;КПА;;559;0,0%
;;Направление не указано;3;0,5%
;;Встречное направление;510;91,2%
;;Попутное направление;46;8,2%
220;СПб, Грибакиных ул. д.27 (перекресток), уч. ул. Грибакиных от ул. Бабушкина к 1-му Обуховскому проезду, зона контроля 1;KPA-0058-03;КПА;;1100;0,0%
;;Направление не указано;2;0,2%
;;Встречное направление;1;0,1%
;;Попутное направление;1097;99,7%
221;СПб, Дальневосточный просп. д.15, уч. Дальневосточного просп. от ул. Крыленко к ул. Дыбенко, зона контроля 1,2;KPA-0018-02;КПА;;11495;0,3%
;;Направление не указано;6;0,1%
;;Встречное направление;11489;99,9%
222;СПб, Дальневосточный просп. д.15, уч. Дальневосточного просп. от ул. Крыленко к ул. Дыбенко, зона контроля 3,4;KPA-0018-01;КПА;;11309;0,3%
;;Направление не указано;2;0,0%
;;Встречное направление;11307;100,0%
223;СПб, Дачный просп. д.17 к.1, уч. Дачного просп. (неч.сторона) от просп. Ветеранов к бул. Новаторов, зона контроля 1,2;KPA-0068-03;КПА;;5863;0,2%
;;Направление не указано;4;0,1%
;;Встречное направление;5859;99,9%
224;СПб, Дачный просп. д.17 к.1, уч. Дачного просп. (неч.сторона) от просп. Ветеранов к бул. Новаторов, зона контроля 3;KPA-0068-04;КПА;;9116;0,2%
;;Направление не указано;2;0,0%
;;Встречное направление;9114;100,0%
225;СПб, Дачный просп. д.17 к.1, уч. Дачного просп. (чёт.сторона) от бул. Новаторов к просп. Ветеранов, зона контроля 1,2;KPA-0068-01;КПА;;9454;0,3%
;;Встречное направление;9454;100,0%
226;СПб, Дачный просп. д.17 к.1, уч. Дачного просп. (чёт.сторона) от бул. Новаторов к просп. Ветеранов, зона контроля 3;KPA-0068-02;КПА;;5324;0,1%
;;Направление не указано;7;0,1%
;;Встречное направление;5317;99,9%
227;СПб, Дворцовый мост, участок дороги Дворцового моста по направлению от Университетской наб. к Дворцовой наб., зона контроля 1,2;GMC-KPA-0001-01;ГЦВН;;870;0,0%
;;Направление не указано;14;1,6%
;;Встречное направление;856;98,4%
228;СПб, Динамо просп. д.2А, уч. просп. Динамо от наб. реки Крестовки к просп. Морской, зона контроля 1,2;KPA-0115-01;КПА;;2112;0,1%
;;Встречное направление;768;36,4%
;;Попутное направление;1344;63,6%
229;СПб, Дорога на Турухтанные острова д.14 к.4 В (перекресток), уч. дороги "Дорога на Турухтанные острова" от "Лесной Молл" к Портовой ул., зона контроля 1,2;KPA-0044-01;КПА;;1995;0,1%
;;Направление не указано;2;0,1%
;;Встречное направление;1993;99,9%
230;СПб, Дорога на Турухтанные острова д.14 к.4 В (перекресток), уч. дороги "Дорога на Турухтанные острова" от просп. Маршала Жукова к Портовой ул., зона контроля 1,2;KPA-0044-02;КПА;;1102;0,0%
;;Направление не указано;13;1,2%
;;Встречное направление;1089;98,8%
231;СПб, Дунайский пр. д 13. к. 2, съезд с Витебского пр. на Дунайский пр., зона контроля 1,2;KPA-0063-07;КПА;;3764;0,1%
;;Встречное направление;3764;100,0%
232;СПб, Дунайский пр. д 13. к. 2, съезд с Дунайского пр. на Витебский пр., зона контроля 1;KPA-0063-05;КПА;;4942;0,1%
;;Попутное направление;4942;100,0%
233;СПб, Дунайский пр. д 13. к. 2, уч. Дунайского пр. от Витебского пр. к Космонавтов пр., зона контроля 1,2,3;KPA-0063-06;КПА;;7520;0,2%
;;Попутное направление;7520;100,0%
234;СПб, Дунайский просп. д.29, уч. Дунайского просп. от просп. Космонавтов к Витебскому просп., зона контроля 1,2;KPA-0038-01;КПА;;5886;0,2%
;;Встречное направление;5886;100,0%
235;СПб, Дунайский просп. д.29, уч. Дунайского просп. от просп. Космонавтов к Витебскому просп., зона контроля 3,4;KPA-0038-02;КПА;;6829;0,2%
;;Направление не указано;1;0,0%
;;Встречное направление;6828;100,0%
236;СПб, Дыбенко ул. д.42 (перекресток), въезд в Кудрово, зона контроля 1,2;KPA-0110-03;КПА;;13500;0,4%
;;Направление не указано;3;0,0%
;;Встречное направление;13497;100,0%
237;СПб, Дыбенко ул. д.42 (перекресток), выезд из Кудрово, зона контроля 1;KPA-0110-02;КПА;;19238;0,5%
;;Встречное направление;13396;69,6%
;;Попутное направление;5842;30,4%
238;СПб, Дыбенко ул. д.42 (перекресток), уч. просп. Солидарности . от Ленинградской ул. к ул. Лопатина, зона контроля 1,2;KPA-0110-01;КПА;;12541;0,3%
;;Направление не указано;4;0,0%
;;Встречное направление;12537;100,0%
239;СПб, Дыбенко ул. д.42 (перекресток), уч. просп. Солидарности от ул. Лопатина к ул. Дыбенко, зона контроля 1,2;KPA-0110-04;КПА;;6109;0,2%
;;Направление не указано;2;0,0%
;;Встречное направление;6107;100,0%
240;СПб, Екатерингофки реки наб., в районе съезда и заезда на ЗСД, уч. наб. реки Екатерингофки от Двинской ул. в сторону заезда на ЗСД, зона контроля 1,2;KPA-0127-01;КПА;;2183;0,1%
;;Встречное направление;2183;100,0%
241;СПб, Екатерингофки реки наб., в районе съезда и заезда на ЗСД, уч. наб. реки Екатерингофки от съезда с ЗСД в сторону Двинской ул., зона контроля 1,2,3;KPA-0127-02;КПА;;3040;0,1%
;;Встречное направление;3040;100,0%
242;СПб, Екатерингофский мост, участок дороги Екатерингофского моста по направлению к ул.Гапсальской, зона контроля 1,2;KPA-0022-01;КПА;;1619;0,0%
;;Встречное направление;1619;100,0%
243;СПб, Екатерингофский мост, участок дороги Екатерингофского моста по направлению к ул.Степана Разина, зона контроля 1,2;KPA-0022-02;КПА;;1738;0,0%
;;Направление не указано;2;0,1%
;;Встречное направление;1736;99,9%
244;СПб, Зольная ул. д.11, уч. Дальневосточного просп. от Зольной ул. к ул. Коллонтай, зона контроля 1,2;KPA-0017-02;КПА;;11499;0,3%
;;Встречное направление;11499;100,0%
245;СПб, Зольная ул. д.11, уч. Дальневосточного просп. от Зольной ул. к ул. Коллонтай, зона контроля 3;KPA-0017-01;КПА;;4857;0,1%
;;Встречное направление;4857;100,0%
246;СПб, Зольная ул. д.11, уч. Зольной ул. от Дальневосточного просп. к Октябрьской наб., зона контроля 1,2;KPA-0017-03;КПА;;6416;0,2%
;;Встречное направление;6416;100,0%
247;СПб, Ириновский просп. д.17 к.1, уч. Ириновского просп. от Индустриального просп. к ул. Передовиков, зона контроля 1;KPA-0015-04;КПА;;4162;0,1%
;;Направление не указано;2;0,0%
;;Встречное направление;4160;100,0%
248;СПб, Ириновский просп. д.17 к.1, уч. Ириновского просп. от Индустриального просп. к ул. Передовиков, зона контроля 2,3;KPA-0015-03;КПА;;6488;0,2%
;;Направление не указано;2;0,0%
;;Встречное направление;6486;100,0%
249;СПб, Ириновский просп. д.17 к.1, уч. Ириновского просп. от ул. Передовиков к Индустриальному просп., зона контроля 1,2;KPA-0015-02;КПА;;4952;0,1%
;;Направление не указано;2;0,0%
;;Встречное направление;4950;100,0%
250;СПб, Ириновский просп. д.17 к.1, уч. Ириновского просп. от ул. Передовиков к Индустриальному просп., зона контроля 3;KPA-0015-01;КПА;;2815;0,1%
;;Направление не указано;2;0,1%
;;Встречное направление;2813;99,9%
251;СПб, Коннолахтинский просп. д.1, уч. Вокзальной ул. от Рядовой ул. к Коннолахтинскому просп., зона контроля 1,2;KPA-0086-03;КПА;;2443;0,1%
;;Направление не указано;2;0,1%
;;Встречное направление;1247;51,0%
;;Попутное направление;1194;48,9%
252;СПб, Коннолахтинский просп. д.1, уч. Коннолахтинского просп. от Вокзальной ул. к Советской ул., зона контроля 1;KPA-0086-01;КПА;;4331;0,1%
;;Направление не указано;2;0,0%
;;Встречное направление;4214;97,3%
;;Попутное направление;115;2,7%
253;СПб, Коннолахтинский просп. д.1, уч. Коннолахтинского просп. от Советской ул. к Вокзальной ул., зона контроля 1;KPA-0086-02;КПА;;2458;0,1%
;;Направление не указано;2;0,1%
;;Встречное направление;2367;96,3%
;;Попутное направление;89;3,6%
